id,comment_text,harmful_label_binary
3e4510415bef6263,"I would appreciate it if everyone would show the courtesy of not changing the text of a carefully negotiated paragraph until everyone has had a chance to respond. I do have a life, you  know, and would like to have input into changes made in a text I have countless hours invested in. Would it hurt to simply revert to the agreed version and politely point people to the subpage to talk about it? Could we wait, oh, say, at least eight hours?

 There! Has anyone considered that none of this is relevant? Do you all want to go back and look at all the works we've cited to see what the majority says? Huh? So, I'm putting it back. I'll revert it two times in the morning if needed to keep it that way. It is not right to wade in and undo careful work. Please discuss at talk:Jesus/2nd Paragraph Debate. Avery, would you do the honors of moving all new comments here to the subpage?",0
d2e880c325da84b4,"Aw, you're so sweet! 

Too bad your a slutty panda hooker!! Go suck a cock!!",1
c44d36e0779064b2,REPEATING MYSELF AGAIN ~ LEAVE ME ALONE YOU PSYCHO STALKING WEIRDO!!  I've asked you to leave me alone for nearly a week now and you just can't back off.  What is your problem?,1
d09122deed3e94e8,"How

Did the Mayor usurp the Democratic process? The candidates within the Democratic party where not hand picked. Why would Longos succesor choose to intentionaly create a government mired in debt? Try not to drink prior to editing these articles. Your rambling writing style is a direct indication that you should have your head examined",1
39c0c256e8df95ae,"Honesty, where the fuck is the Adeputs Mechanicus page, I typed Machine God in search and some crap that has nothing to do with Warhammer 40,000 turned up, honesty what the fuck, whoever is killing Warhammer 40,000 on wikipedia needs to die in the fire and if you don't like what I said, then you can join them as well, deal with it.(  )",1
1717508700f62e26,"YOU MY FRIEND DELTED MY EDIT, NOW U CAN SUCK MY COCK",1
96eaa862a5a8e0c7,"If you look at the Macedonia article, Future Sunrise makes a reference to it around the time the name of the article was discussed. Laveol, I meant every word... like I stated your goal is suppression and for you to play it cool doesn't make it any less truthful",0
cc6bd1028000c426,"Collapse/Hide text
 Bunch of uncivil nonsense.",1
a324cb299c6f4e68,"Awhhhhh, the little Hitler bitch ran and told his boyfriend!",1
575a6d7ef08cab3c,US County Map Projection,0
5a2aff077364aa8d,You must be a terrosist yourself to revert thta. But what could i expect from someone of your ethnicity,1
6ef2e3828f739cbf,"No wait, I was doing what I was told. I couldn't refuse. It's Klp who pushed me into it.",0
98b7c8b20343465b,"""

Ancestry and racial origin are interchangeable and means the same thing. There is no need to play on words, but thank you for the feedback Rossrs, I appreciate yours. As for Mr.Wild, Well wildie she is not 1/4 this or 1/4 that, since when was this theory? Talk about sticking to the topic, You can look at the woman and see she is black! Her father is black! Her mother is part black! . Where is the complexity?? You want to get nitty gritty she mentions black 3 times and Puerto Rican once. That would make her 1/8th Puerto Rican if you want to go so far and that has nothing to do if it's black Puerto Rican lineage or otherwise.There's nothing complicated the only complication are you(zealot editors), who choose to use give blind allegiance to your clan members opinions  other than what is truth then turn around and hide under """"POV-pushing and much to-do over nothing."""" To get off topic a bit, Barack obama was a nigger, NOT nigga, but a Nigger up till Nov 4th or when it became apparent he was to become POTUS no.44. After that he then became mixed, then bi-racial then finally half white ,not half black mind you, but half white. Some person or persons feel very proud that this young lady has a trace of Puerto Rican lineage in her family tree and I have absolutely no objection with that naturally. But its just that,a trace, there is no need for a Puerto rican ascendancy with a link of Puerto Rican actresses and definitely no need to be stating Puerto Rican as a defining characteristic of her. It's trivial for she is far from being Puerto Rican both culturally and genetically. If anything there should be a native Amerindian link. Put the shoe on the other foot and this young lady was four shades lighter and possessed 1/8th African heritage and 'looked' Nordic. Would a link for African American actresses be up there? Would Black be mention first even if she had said it first??? You can bet your ass not! And you know it! I doubt it would even be mentioned. Matter of fact when I'm done here I'm heading over to the John Mccain page to kick up some dusk   for inclusion of his black ancestry, yes sir. And guess what else Mr.wild? I know just what you look like; WHITE. And you know what else Wildly? With your dismissive attitude I am even more certain than ever that you are very much a racist appeaser. Since when are Meagan and Monique black names?? Since when black Americans been naming their children Megan with an A and Monique and other odd/unique looking names or African names, THAT'S SINCE WHEN! Pretend you don't know but don't say it ain't so. Finally Mr.wild you are a liar, I never was notified about anything but too bad I really don't care. What am I going to be blocked for anyway? Tampering? vandalism? Or is it bruising your and your minions dork egos on the discussion page? As said before, zealot freaks with nothing else better to do. I knew all along the article would not be altered but could not resist going up against the Wiki Gestapo.
Masquerading as an encyclopedia, nothing short of a game of Russian roulette with the truth. Too bad though, had I stayed in line I could've joined your clique and earn your biscuits, I mean Awards like your trusted soldier Pinky. BLOCK TILL YOUR HEART IS CONTENT   """,0
864fcd7779f9a6df,Category:Wikipedians who use RC script,0
2f1d9a77ac91045f,"Spirou et Fantasio 
I like your work on the Spirou/Fantasio albums. Have you read the French versions? I see that we are both Norwegians. I would have written the articles on the remaining albums myself, if I had read the French versions. I hope that you, or someone else, will continue the good work and write the remaining articles!",0
d8c9a78cd4b161fb,"Aphra 
Yeah, the no sex is a problem! whole load or problems on poor old Reggie though, if you ask me, seems to be massive arguments and angry editing.  Thank Goodness it never gets like that over here! I shall withold my vote to see what happens next.  I started Architecture of the United Kingdom, as you saw, full of entheusiasm, because Graham started it as a red link, but I've rather lost my way and interest, think I'll go back to proper Italian buildings for a while, trouble is people who have all been on their summer holidays to Italia always know best because their badly translated cheap guide books have muddled things up, I think I'll call myself 'Gary the Guide' and they might beleive me then.  Perhaps I'll go on the Italian Wiki instead, but they are all so young over there, my son and his friends included.  Had the anticipated bad day at work yesterday, and this morning which is a sod. I'm going to stop being an Anglophile, that will serve them right.  Take care  16:49, 23 Nov 2004 (UTC)",0
36c439a9944fad44,"| decline = Please read the instructions in the block message, especially those pertaining to your username. And if you have any direct connection with the company (as your current username suggests), please read Wikipedia's Conflict of Interest guidelines at WP:COI and explain what else you intend to do here if unblocked other than writing about this company.",0
de96edb2fd14d9c6,"""

You seem to be arguing that wikipedia should categorize this article as """"mythology"""", because your source is that Encyclopedia Britannica categorizes """"Leviathan"""" as mythology.  The multiple logical fallacies here should be apparent.  Getting back on topic, there are numerous religious organizations with hundreds of millions of followers that teach the Tower of Babel was a historical event, and you are also arguing that their point of view should not be respected, beause apparently you think you have found some kind of superior knowledge to them to be able to state that it was not a historical event.   But wikipedia should be neutral, and should not use such biased and non-neutral language to take sides and declare any one scripture to be """"mythology"""", your own pov notwithstanding.  It must not take any stand whatsoever on whether it is historical or mythological, but should just present all the evidence and let readers make up their own mind instead of trying to make it up for them.  Your attempts to use wikipedia as a platform for pushing one pov against another are going to be resisted.  By the way, it might be more to the point if you can find an Encyclopedia that calls """"Tower of Babel"""" mythology, not Leviathan. Tower of Babel is primarily a Biblical story (note the word primarily).  Leviathan is not.   (áá­á­áµ) """,0
96e8b1945271ea66,""", 3 September 2008 (UTC)
Are you talking about  or  ~ {talk/contrib} 12:17""",0
4ada027ab24a966d,"Stop this editor from vandalizing the article then, and removing official references and making false statemens all the time then, and perhaps other contributors who actually improve the article won't tell him he's a f**k head vandal. 220.253.42.94",1
58ac27514d6d9747,It's been fixed so shut up.,1
997f2ac9fc1e387e,sore I like to be violated: bugger,1
6cd9a5db7f996c2c,"""

 Very amusing. Despite my having started discussion on these changes you chose to revert some of them with an edit summary saying """"see talk"""" despite the fact you had not commented in talk at that time. Apparently discussion does not apply to you. Having made unwarrented reverts without discussion you now pop up here to tell ME to use the talk page. 

I thought 3RR was clearly labelled at the head of articles where it was enforced. If that is now a general rule I may have fallen foul of it due the the number of stupid reverts a small number of editors have been doing on this article. (like removing the ref link to a scientific paper where the paper is first mention, in a para about the paper, and trying to bury it further down).""",0
d36f48a01e75e5a0,"If not for me, then for the admin?",0
014d567e7ecc5c25,"""   I find it interesting that a POV tag was added to the """"civil litigation section"""" but the section quoting only Brickman is deemed NPOV. """,0
d8c0adaeb8da79b6,"Should I submit your name to gay porn websites? 

I think Wikipedia's liberal d-bags like yourself sure deserve it.",1
40f37b49e4facf9b,"You're a little bitch

You are a sad person who spends her whole life on wikipedia. You have no mates. Despite my edits I do actually have a life outside of wikipedia. I have lots of mates and lots of hobbies such as football and tennis. I'm also very intelligent as I have 9A*s in my GCSEs (all in proper subjects). So how dare YOU patronise me. From the timings of your edits (eg: 10:13, 14:39 etc) clearly all you do all day is edit wikipedia. It's all you have. Nothing else in your sad, pathetic life. (and u say ur a nerd). That's quite unhealthy if you ask me.

And yes I do think a little girl is sweet and cute. She's extreemly sweet and adorable. Nobody could possibly fail to think so. I also think rabbits are sweet and cute. It doesn't mean I want to fuck them up the arse. Ask most people whether 

a)they think rabbits are cute and sweet
b)if they fancy them

and most people would give an answer of yes to a) and no to b). (except AnemoneProjectors who'd say yes to both). My point is clear  you can think something/someone is sweet without fancying them. So how dare you acuse me of being a paedophile. I should sue you for slander (or is it libel...) but seeing as you probably live in a bedsit without a job there doesn't seem much point. At the very least you should be blocked for such a viscous personal attack and stopped from being an admin. By the way, adorableness is not a word you stupid motherfucking little cunt.",1
6c3feae425dca667,"Yep, I'll have a look in a bit. Thanks for the heads-up. =) ã[[Special:Contributions/Dinoguy1000|åï¼ï¼]]ã? Â· TalkâDinoguy1000",0
2ed5af1e888a6295,this guy callled Kansas the arm taker is nothing but a loser provocateur. nobody should believe him. he is troling around and making a mess in wikipedia. he is sponsored by some weird government agancies . he is very racist and he thinks racism is the only way to use internet. please becareful for this one and report him right away.,1
7156b063e945400d,"Ian Watkins==
It's a realible source. It's a fansite. These people dedicates there lives for these celeberties. Sorry for som incorrect bitch. FUCK YOU. Answeare me ass quick as possible

==",1
37456949c5173018,"""

 alexaobrien.com as source 

am confused by why alexa o'brien's web page not considered reliable source. for long time, was only source for transcript of casefor two year, if memory right. as well, she receive grant from Freedom of the Press Foundation for work regard Manning's trial, and work host on personal web site shortlisted on reporting award Martha Gellhorn Prize for Journalism. because of background as information architect, has also been able for provide database of original document for trialtranscript, evidence, briefs, so on. is consider journalist by huffington post, who write article on efforts in crafting public docket http://www.huffingtonpost.com/2013/04/16/alexa-obrien-bradley-manning_n_3086628.html and has write for guardian on case http://www.theguardian.com/profile/alexa-o-brien . is given respect by journalist """"community"""" (ephemeral idea as may be) as member of ranks. for case with specific as underreported as in Manning case, emergent source as in case of alexa o'brien may rise and is right to give due respect in all fora.   """,0
f91b171c9e08b617,"""

 Did you see the VMA'S 

I never thought fat joe was going to come out with something, """"I never felt so protected... security courtesy of G-Unit."""" that was funny, right after 50 performed, he called fat joe a pussy boy and almost seem like he wanted to cry. this is turning out to be some crazy sh*t.""",1
af9e849c953035b1,You're gay you're gay you're gay you're gay you're gay you're gay you're gay you're gay you're gay you're gay you're gay you're gay you're gay you're gay you're gay you're gay you're gay you're gay you're gay you're gay you're gay you're gay...,1
14d9522b731d0088,"Australian Skittles

I'm working abroad in Australia, and was surprised to find out the green sSkittles over here seem to be Apple flavour. I edited the article, but didn't have a source so it was reverted... 

I'm having a hard time tracking down a source for the flavours in Australia, anyone got any ideas? I have the empty packet in front of me, I could take a picture of it and upload it somewhere (it has the blurb saying they're made in Australia on the packet to, they're not an old packet of US Skittles or anything!).

I have also emailed customer services to see if they can verify, would it be possible to upload their response somewhere?",0
9ca2bdb7cf78f928,"""
Oh yes, shes hot.. so is Kristen Bell, Racheal Bilson (drool) _ I didnt really watch much of BSg 1978 (dont like the fact it looked weird)  (Talk | Contribs) """,0
79354caad261a171,"""I think we really need to think about this in perspective for a minute. From what I can tell, We've got a big, ugly POV tag on this enormous article because of the difference between """"a small minority"""" and """"a minority"""" in one sentence. is this really necessary?  

""",0
0bd65d6c7b0199b3,"Milton Friedman is not a LP. Also, is he for you measure of all things?   Thing",0
12e9794bc77d8eda,"bothering? 

Man! can you dont seperate singing from raping?????? ARE YOU  a little bit retarted??? or dumb?? for real! everybody can hear that mike raps on hybrid theory!!!!!!!! and meteora!",1
0e9098cf5ef160b3,"""
We both broke it, but you started it. Look at the history. contribsTALK """,0
269ca53d1a88c1f6,"""

 Why did Vladimir Putin kill them all? 

Shut up you fucking criminal KGB asshole, we just know Putin did it. 
In film Die Hard 2 they showed how easy it is to fool an airplane to land, but why kill them all? Who profited from this except NAZI Russia and former KGB agent Putin? THERES IS NO FREE PRESS IN RUSSIA!!! European Union said this!!! JOURNALISTS are KILLED if they criticize PUTIN in RUSSIA. PUTIN is STALINS comeback. Its a common fact that Putin hated some in the Polish delegation, but why kill all? Fucking animal Putin is just as psychotic and insane as Josef Stalin. Oh well i guess its the old """"kill them all just to make sure"""" ....PIGS. 91.150.18.209   From Finland with hate.""",1
38e92caa6fbbf5cb,"desist
It is obvious to ay reader that you are a childishly pompous, self-regarding fool. Your edits reek of petty narcisism and empty bombast. If you bother to check my edits you will see that I have been cleaning up bad prose for much of the day. I don't expect gratitude but I have no respect for an editor who prefers to waste time finger-wagging than to improve the encyclopedia. Hence the fact that you are now getting what you richly deserve.",1
8fe689680ba7042b,"ARE YOU ILLITERATE? (That is an honest and topical question).

You reversed my edit to the CANARIE page with some inane comment about haven't we done something before (we haven't and the page is missing valuable information). I could post their routing table but that is public information available on LookingGlass.

If you look up my IP address you should be able to guess that someone with a DNS name of 'cc-acorn.wds.mun.ca' might know something authoritative about www.acorn-nl.ca. I should not have to log in to wikipedia every time I find something missing that I have a correction for at my fingertips. I happen to know the web page addresses of most or all of the ORAN affiliates of CANARIE. 

Go away and police some spam or porn or neo-conservative tripe.",1
18d027b550b1cc35,"""Obama is NOT """"African American"""" you jackasses. He is """"Afro-European American"""".  Stop reporting lies and having fake debates like the scumbags in the mainstream media.

""",1
8b963bd4d7225deb,on how crap you talk,1
2f7e27257d30212f,"i wanna fuck you 

fuck u fuck u fuck u",1
b7fc9dc12eb8c7c8,"Note to self 

I'm putting this here so that when I get around to registering, I can remember who you are and totally cockblock anything you ever do that isn't 100%, you pretentious prude.",1
db832aaa0cf5355f,What does that have to do with this article? Take whatever preconceived notions you have about me and shove them up your pussy.,1
854c6287a2ae6793,"Wow...funny how i can harass other users by calling them cocksuckers on my own talk page.

The concept of Wikipedia is moronic...the general public is stupid, and should not be given complete unfettered access to change globally accessible content.

Dumb fucks, I'm sure it completely gets your little shriveled rocks off to fling your term 'vandalism' around like it is worth anything. How about you sit on my huge cock you egotistical power hungry nerd shit eating fagots D

How is it abuse you fucking idiots when all you have to do is ban me? Stupid fucking idiot dipshits.",1
beda7b8019c5839b,"""
 
Reply to vandal Wakkeenah
To all the vandals and so called just administrators, the air dates are minor problems, the facts and details surrounding Reeves suicided are not being written well enough, as everybody else is reporting, the fact that Reeves was to fight Moore next day, is also being reverted, this is pure vandalism. As far as spelling goes by Vesa or Projects or whoever, well, if you keep on repeating yourself and have no time, some spelling errors might occur, but it's not the spelling that counts but content which is being vandalised by so called just users and administrators of this so called just wikipedia. And it is obvious wahkeenah has some personal interest in this, proof: All over internet we have Reeves' death explained in detail and possible people involved, but over here he is taking everything down, the idiotic administratotors are reversing it, thus making themselves look stupid and ignorant by not realizing the historical facts.""",1
5803caf40358b546,Oh boo hoo the big bad admin John has blocked yet another IP address indefinitely. OMG! Will Wikzilla ever be able to post again. But of course! I will be back. Buwahahahaha! (sinister laugh here),1
1223af497d54fe85,YOU ARE THE ONES WHO ARE THE BALL LICKERS,1
2b387e24caac8be0,"reworded template

Currently the template states:

Can this be changed to:",0
823f68b979f0e96c,"""
Perhaps there is room for a compromise, then.  You and Gaijin both say you don't oppose the """"graduation"""" photo, and RAN1 has offered """"weak support"""".  I don't think anyone is opposed to using it.  Can we go ahead and just switch to the """"graduation"""" photo, then?   (talk)  (contribs) """,0
22c77b2df8015e96,"fuck you.

your fuckin stupid and i'm black and fuck you
fuck uou
sdjasf;ldjgs
dgsdg;lknfdts",1
48229e3a8fda0432,"You were the one to attack first retard. As for reliable sources it doesn't get more reliable then Nobel Prize winning economists who CREATED schools of economic thought. Let me put it to you in REALLY simple terms. Inflation is BAD (been there! done that! especially in the 70's!), Hyperinflation is EVEN WORSE and based on current levels of money printing by the Fed it may be barking at your door in a few years. Go back to the village that spawned you! It misses it's idjit.71.174.141.4",1
45801eb54a7389a2,"He's gay. Trust me. Really, really gay. ****",1
a6f8d72a168efa90,"Why is County Derry mentioned in the infobox? Before it was called County Londonderry, it was County Coleraine so where did County Derry come from?",0
cf811397165d989f,"""
Both of you missed my point in it's silliness. I was attempting to suggest that the inclusion of medical and or psychological """"analysis"""" rendered from afar and not done so in a standardized manner typical of """"analysis"""" of such a nature, are silly innuendos that are not encyclopedic, and instead are slanderous leftist POV. I stated that I could find actual Doctors/Therapists reports that say that Bush is this way or that, but they are silly....the van Wormer and Frank jargon are not significant as some might wish them to be, and this is because of the nature under which the evaluations were performed, and the manner in which they were communicated....this isn't really that hard for everyone to understand is it? 13:57, 14 Mar 2005 (UTC)""",0
2a36229a6d683ae1,Stop nominating the page for deletion you ignorant vandal prick. I have supplied a full reference.,1
2512150b068e687e,"""
Thanks Mackan, for the assist.  I am not sure I follow all points contested above; if anyone's wondering, no I did not find the oafishness or general vulgarity of mind displayed on that talk page to be lovable.  I am not particularly exercised about this, and though I think the block was illegitimate, I have no plan to pursue the matter further.  The only statement in this thread that I find objectionable is Shell's professed wish to see me """"take civility more seriously in the future.""""  I take civility very seriously, Shell; indeed I believe I take it more seriously than you do.  I think your careless suggestion to the contrary â like the ill-considered block itself â reflects a slack, even indefensible understanding of WP:CIVIL, wherein the only measure of incivility is the temperature of remarks. 

I am also a little puzzled by your reading of nine or ten identical frat-boy beer belches as a """"commendable"""" effort to """"keep things light.""""  We all have different sensibilities, and you're certainly entitled to yours.  But be aware that here is my attempt to keep things light in the face of obstructionism.  Note that in this case there is a point to the playfulness: the weight, authority, influence, and reliability of sources is not â contra Jayjg â a function of their print run.  Jay's response to this lightness was to say, again and again, that I had """"strawmanned"""" him (while steadfastly refusing to clarify his point or show how I'd distorted it), then to attack me directly and personally and say I've never in the past shown the """"grace or honesty to admit"""" when I've lied about such matters, and so was unlikely to admit my deceptions in this instance.  And then began the beer-belching frat-boy hazing extravaganza you found so commendably charming.  All of this in a thread that began with Jay's personal attack on PR, alongside the spurious point downplaying Haaretz as a source â the same spurious point all subsequent accurate references to which he dismissed as """"strawmen"""".  

One girl's trash is another's treasure, Shell, and while you have the right to be charmed by what you find charming, you shouldn't conclude that those with different sensibilities have manners less beautiful than yours.  Suffering fools gladly is not the only measure of Wikipedia etiquette.  """,0
b900979c3439bc69,What does it matter if you are so gay?,1
967479732bedd020,"Hm. English is a surprisingly odd language.
184.44.0.27",0
054f2291663db9af,"You pig sucker, see whats coming your way now.",1
5ff4112768bf17c4,"""
@ - Please ask this vindictive person who drove me away from editing Wikipedia on question: """"Local"""" consensus by who? The (very) small number of people who actually drove me away from editing this article? I have not edited Wikipedia for over a month, and ALL my previous edits to the """"article"""" were supported by reliable sources without violating policy not once. I also fixed problems that no one else knew how to fix.  Anyway, let him enjoy his life behind a computer screen.  I will not be sucked into this matter once again... Now, they're doing the same to , a good editor. I am no longer interested in editing Wikipedia at all!...   """,1
